title,pageid,context,rating
SBB-CFF-FFS RABDe 500,987763,"The RABDe 500 (often nicknamed ICN for Intercity-Neigezug, German for Intercity Tilting Train, the train category for which these trains are used), is a Swiss passenger train which was introduced in 2000, in time for Expo.02 held in western Switzerland in 2002. Its maximum speed is 200 km/h (120 mph), which can be reached on the Mattstetten–Rothrist new line; however, as of 2011 the RABDe 500 is not currently used on this line, except on the branch to Solothurn; the ICN reaches 200 km/h though in the new Gotthard Base Tunnel. It was a joint development by Bombardier, Swiss Federal Railways and Alstom, with an aerodynamic body designed by Pininfarina. The design of the driver's cab was well as the electrical engineering was taken over from the SBB Re 460 locomotives. The transformers are located in the 2nd waggon (from the point and the end), the motors are in the first and last waggon.
Forty-four RABDe 500 trains with a total of 308 coaches were delivered to SBB-CFF-FFS between 1999 and 2005. The RABDe 500 often run with two complete compositions, each with seven carriages, both including a dining car (which is located between 1st and 2nd class). Four of the seven carriages are second class. All compartments have electric power supply sockets and mobile phone reception enhancers.
The introduction of the RABDe 500 was delayed by a lack of supplies from ADtranz. Nevertheless, its rolling stock was fully in use by the time for the Expo.
The RABDe 500 trains are operated by Swiss Federal Railways.",10
SJ X2,904107,"X2 is the Swedish high speed train system operated by the operator SJ (Swedish Railways) under the SJ 2000 brand name. It has a top commercial speed of 200 km/h (120 mph), but has reached 276 km/h (171 mph) in a test. The reason the X2 was chosen was that Sweden (like most other countries) has very curved railways, and not enough traffic to justify building special high-speed railway lines (at least before 1990). As a result, a Swedish tilting train had to be developed. A tilting train provided the advantages of high speed and comfort for the passengers, as tilting trains can run through sharp (short radius or tight) curves up to 15% faster than non-tilting trains. The X2 was designed and built by Asea (later ABB Asea Brown Boveri, Adtranz ABB Daimler Benz Transportation and now Bombardier Transportation). The drive unit for the X2 is designated as a multiple unit although since the drive unit does not carry any passengers it should be considered as a locomotive.
SJ ordered 20 trainsets in August 1986 and planned to order further 30 trainsets. However, this figure was later reduced to only 43 trainsets.
",100
STAR21,28658375,"""STAR21"" was the name given to the Class 952/953 (952・953形) 9-car experimental Shinkansen train developed in 1992 by the East Japan Railway Company (JR East) in Japan to test technology to be incorporated in next-generation shinkansen trains operating at speeds of 350 km/h (217 mph) or higher. The name was an acronym for ""Superior Train for the Advanced Railway toward the 21st Century"".",94
Taroko Express,22450779,"The Taroko Express (Chinese: 太魯閣號; pinyin: Tàilǔgé Hào) is an express train service of the Taiwan Railways Administration. The name of the service comes from the 19 kilometer long Taroko Gorge, which is one of Taiwan's most popular tourist spots, and the Truku people. It began commercial operations on 16 February 2007.
The Taroko Express uses the tilting electrical multiple unit series called TEMU1000 based on the JR Kyushu 885 series. They were imported to Taiwan in 2006; since 2007, they have been running between Hualien and Taipei City, on the curvy Yilan Line at the existing narrow gauge tracks, where they reduced traveling time between the two places from previously 3 hours down to about 2 hours. Some trains also continue from Taipei to Tianzhong Station. Its maximum operational speed is 130 kilometers per hour, or approximately 81 miles per hour.
The Taroko Express is marketed as Tzu-Chiang Limited Express, and the tickets are sold at the same price; however, standing/non-reserved tickets are not sold for the Taroko, and all seats are reserved. Nevertheless, in reality many passengers have been reported to have breached the rule, riding without reserved seats and standing in the aisle. Report of Apple Daily Youtube Video
In 2016, one Taroko Express trainset was painted in a Hello Kitty livery, similar to those used on some EVA Air fleet.",23
Tilt Train,2589718,"The Tilt Train is the name for two similar high-speed tilting train services, one electric and the other diesel, operated by Queensland Rail on the North Coast line from Brisbane to Rockhampton and Cairns.
",23
Tilting Train Express,11415053,"Tilting Train Express (TTX) or Hanvit 200 is a South Korean experimental high-speed tilting train, which is currently being tested by the Korea Railroad Research Institute (KRRI).",64
UAC TurboTrain,3802563,"The UAC TurboTrain was an early high-speed, gas turbine train manufactured by United Aircraft that operated in Canada between 1968 and 1982 and in the United States between 1968 and 1976. (Amtrak disposed of the trains in 1980.) It was one of the first gas turbine powered trains to enter service for passenger traffic, and was also one of the first tilting trains to enter service.
",13
X 2000,359963,"X 2000, also called X2, is a tilting train operated by SJ in Sweden. It was constructed by Kalmar Verkstad in Kalmar, Sweden (prior to the company being bought by Adtranz in 1996) and launched in 1990 as a first-class only train with a meal included in the ticket price, and free use of the train's fax machine. There is a bistro on board that serves snack bar-style dishes.
The trains were initially used sparingly to avoid electrical breakdowns. From 1995 the trains were used more intensively and second class was introduced.
",70
Tren Blindado,38776145,"The Tren Blindado (Spanish for armoured train) is a national monument, memorial park, and museum of the Cuban Revolution, located in the city of Santa Clara, Cuba. It was created in memory of the events of 29 December 1958, during the Battle of Santa Clara, by the Cuban sculptor José Delarra.



",11
Japanese Improvised Armored Train,15808013,"The Japanese Improvised Armored Train was a series of armored trains converted by normal passenger trains built in the 1920s. They were used to guard the railways in Manchuria.
",2
Type 94 Armoured Train,15807482,The Type 94 Armoured train was built in 1934 and used by the Japanese forces in World War II. It had 8 cars (later 9) and loaded two Type 14 10cm AA Gun and two Type 88 AA Guns. This armoured train was deployed as the 1st Armoured Train Unit in Manchuria.,29
Armoured trains of Poland,31549831,"Armored trains of Poland mostly date to the World War I period. Many of them were modernized over the next two decades, and took part in most military conflicts of the Second Polish Republic, namely the Greater Poland Uprising, the Polish-Ukrainian War, the Polish-Bolshevik War, the Silesian Uprisings and the Polish September Campaign in World War II. Armored trains were also used by the Polish Armed Forces in the West as well as in the post-war period by the Polish Railroad Guards (Straż Ochrony Kolei) and the People's Army of Poland.",31
Danuta (armoured train),22676989,"The Danuta, also called armoured train number 11 was a Polish armoured train used by the Polish army during the German invasion of Poland in September 1939.",19
General Sosnkowski (armoured train),24138742,"The Generał Sosnkowski was a Polish armoured train that was developed during the Second Polish Republic.
The PP 13 Generał Sosnkowski was built in 1920, at the Cegielski plant in Poznań. Though modernized in the 1930s, its outward appearance retained its earlier characteristics. It saw action during the Invasion of Poland (1939).",27
Polish armoured train units in Britain,38083637,"Twelve Polish armoured trains in Britain were manned during World War II, from October 1940 until 1942, by the Polish Armed Forces in the West. They were assigned to patrol the British railways in 1940. They saw no combat, and were disbanded in England by July 1943 (November 1944 in Scotland).

The trains were built in the Derby Carriage and Wagon Works and the LNER works at Stratford in London. They patrolled the British coast from Cornwall up to the Moray Firth in Scotland. These included the only miniature railway armoured train ever created on the Romney, Hythe and Dymchurch Railway.
The armoured trains were formed in July 1940 as part of the preparations to face a German invasion; these were initially armed with QF 6 pounder 6 cwt Hotchkiss guns and six Bren Guns, by Royal Engineer crews and manned by Royal Armoured Corps troops.
The Polish Armoured Train battalions were founded on 12 October 1940. In late 1940 preparations began to hand the trains over to the Polish Army and expand the rolling stock used.",39
Smok Kaszubski,22690603,"Smok Kaszubski (""Kashubian Dragon"") was an improvised Polish armoured train, which served in the Polish defenses during the German invasion in 1939. The train was part of the Land Coastal Defence.
The train was built in September 1939, at the initiative of Kapitan marynarki Jerzy Błeszyński, by employees of the workshop of the naval port in Gdynia. For the construction of the steel plates, steel from the hulls of unfinished destroyers Orkan and Huragan was used. The first commander of the train was Kapitan Błeszyński. After his injury on 9 September 1939 in Wejherowo, command of the train was taken over by Porucznik marynarki Florian Hubicki.
The operating personnel of the train was mostly formed by the Gdynian railways workers and sailors from the former company servicing the port.
Composition of the train:
- 1 × tank locomotive OKl27 armoured with steel plates
- 2 × armoured wagons for troops
- 2 × battle wagons
Armament:
- 1 × Vickers 40mm AA gun, taken from ORP Mazur
- 1 × 47 mm gun for saluting, taken from ORP Bałtyk
- 11 × machine guns
- 30 × pistols from ORP Wicher",2
Armored train Hurban,2559976,"The Armored train Hurban was an armored train used during World War II, during the Slovak National Uprising. The Hurban was constructed on September 25, 1944 in the Railway Manufactory in Zvolen, Slovakia, and was the last armored train used in the Slovak National Uprising. A replica is displayed as a monument in a park next to the castle in Zvolen, and an original preserved machine gun carriage is at the Museum of the Slovak National Uprising in Banská Bystrica.",84
.007,5114093,""".007"" (originally subtitled ""The Story of an American Locomotive"") is a short story by Rudyard Kipling. It is a story in which steam locomotives are characters ("".007"" is the serial number of the protagonist), somewhat like the later, better-known tales of The Railway Series by Wilbert Awdry and his son.
",16
Donald and Douglas,1338361,"Donald and Douglas are two fictional steam locomotives from The Railway Series books by the Rev. W. Awdry. They also appear in Thomas &amp; Friends, the television series based on the books. They are twin Scottish engines.",49
Duck the Great Western Engine,1057320,"Duck the Great Western Engine is a fictional steam engine from The Railway Series by the Rev. W. Awdry and the spin-off television series Thomas &amp; Friends. He is a green 0-6-0 pannier tank locomotive and lives and works on the Island of Sodor. Duck had originally worked at Paddington station as a Station pilot.
Sir Topham Hatt, also known as The Fat Controller, bought Duck from The Other Railway in 1955 to take Percy's place as station pilot at Tidmouth. Since the Fat Controller had been apprenticed at GWR's Swindon Works, he allowed Duck to return to his original Great Western Railway livery, and retain his number '5741', which Duck wears proudly on cast brass numberplates on his cab sides.
Duck is not actually his real name. When he first arrived, he explained that his real name is Montague, but he was usually called Duck because everyone said that he waddled. Although he claims this was not true, he prefers Duck to Montague and now that is what everyone calls him.
The arrival of Duck allowed Percy to move to Thomas' branch line so he can help Thomas with his goods traffic.
Despite an incident when a devious engine called Diesel spread lies about him, the Fat Controller realized what a useful engine he had in Duck, and eventually gave him a branch line of his very own.
Duck's branch line runs between Tidmouth and Arlesburgh and is nicknamed The Little Western as all the locomotives and coaches have been restored to their Great Western Railway livery. Duck shares the passenger duties with Oliver, but has his own two autocoaches: Isabel, Dulcie, Alice and Mirabel.
Duck sometimes helps on other lines. He makes friends easily, and the Fat Controller says that he makes everything run like clockwork. ""There are two ways of doing things,"" Duck says, ""the Great Western Way or the wrong way."" This has been known to annoy the other engines.
",50
Edward the Blue Engine,1057308,"Edward the Blue Engine is an anthropomorphic steam locomotive from The Railway Series children's books by the Rev W. Awdry, and the related TV Series Thomas the Tank Engine &amp; Friends. He is a blue 4-4-0 tender engine with red stripes, about the same size as James the Red Engine, and has the number 2 on his tender. Also like James, he is a mixed traffic engine, meaning that he can easily pull freight or passengers. He is one of the major characters in both the books and the television series.
Edward is a kind engine, who is always keen to help a friend in need. The younger engines can always rely on him to lend a listening ear and sympathetic advice. He works hard and will always do his utmost to get a job done.
However, the big engines tend to see him as old-fashioned and slow. But the smaller engines such as Thomas, Percy, Toby and Duck respect him greatly and will stick up for him at all times. It is true that he is one of the older engines on The Fat Controller's railway (indeed, he helped to build it), but he has proved time and time again that despite his age he is entirely capable of working as hard as any engine. Several of the stories revolving around him, both in the books and television series, have involved Edward proving his worth to the others. Two of the most notable were 'Old Iron', in which he earned himself an overhaul by capturing a runaway James, and 'Edward's Exploit', in which he brought home a special train despite a breakdown, caused by one of his coupling rods breaking.
Edward has a branch line which he runs with BoCo, a diesel engine. Edward is equally happy with coaches or trucks, but he has also been known to help other engines with heavy loads, pull special trains and even act as a pilot engine for the Royal Train.
Edward was first featured in The Three Railway Engines, Awdry's first book, in 1945. Edward featured in his own book, Edward the Blue Engine in 1954.
",76
The Flockton Flyer,16808143,"The Flockton Flyer was a children's TV series made by Southern Television for the ITV network. It was a popular programme, which ran to two series, and provided early screen appearances for upcoming actors such as Peter Duncan and Gwyneth Strong, as well as some well-known 1970s classical and situation comedy actors. The on-screen title for series 1 was ""The Flockton Flyer"", but for series 2 it had become ""Flockton Flyer"". This may have been a result of complaints from some railway enthusiasts, who pointed out that it is convention that locomotive names do not start with the definite article ""The"". However, whilst locomotive names do not take the definite article, train names often do so (for example, The Flying Scotsman or The Blue Train), and in the programme the locomotive carries engine nameplates, and also a train-name headboard, all marked with the same Flockton Flyer name.
",10
Gordon the Big Engine,979885,"Gordon the Big Engine is a fictional anthropomorphic tender locomotive in The Railway Series books by Reverend Wilbert Vere Awdry and is one of the central characters in the television series Thomas and Friends, which is based on the books. He is painted blue and carries the number 4. Gordon views himself as the most important engine because he is the biggest and he pulls the Express.
His first appearance in the Railway Series was in Book 1, The Three Railway Engines. The eighth book in the series was dedicated to him, as was the thirty-first.
",29
Henry the Green Engine,1042602,"Henry the Green Engine is an anthropomorphic 4-6-0 steam locomotive from The Railway Series books written by the Reverend Wilbert Vere Awdry and his son, Christopher Awdry, and the spin-off children's television series, Thomas &amp; Friends.
Henry lives on the fictitious Island of Sodor with many other locomotives, including Thomas the Tank Engine. He is engine number 3 on the North Western Railway, and was one of the first engines to be described, appearing in the first book. Henry is a little smaller than Gordon the Big Engine, who also appeared in the first book.
Henry's first (mis-)adventure was in ""The Sad Story of Henry"", the third story in the Railway Series book The Three Railway Engines. In this story, he went into a tunnel and refused to come out due to fears that the rain would spoil his ""Lovely Green paint and Red Stripes"". As punishment, the Fat Controller ordered that he was bricked up in the tunnel for eternity. Weeks later, he was eventually let out to help Edward pull Gordon's express train, after Gordon burst a safety valve.
Henry was originally a failed prototype engine who, as the result of a small firebox (which was a similar shape to Gordon's), was often ill and a poor steamer. The Fat Controller gave him special Welsh coal, which helped. But worse was to come – Early one cold winter morning, Henry was pulling the special fish express train titled ""the Flying Kipper"", when some frozen points diverted him in to a siding where he eventually crashed in to another goods train. This prompted the Fat Controller to send Henry to the locomotive works at Crewe so he'll be rebuilt with a new shape and no longer the need for special coal. Henry has kept his so-called ""new shape"" through today. Henry was given a new firebox which gave him a similar specification to an LMS Class 5MT ""Black Five"" locomotive. This cured his illness completely.
Henry now works on the main line. He can pull coaches and trucks equally well, and sometimes even hauls the Express when Gordon is not available. He is still the engine responsible for the Flying Kipper, and in the television series he also brings the post from the Mainland.
He has been in the television series from the start, and in recent seasons has been identified as part of the Steam Team, the eight central characters.
There have been two Railway Series books devoted to him, namely Henry the Green Engine and Henry and the Express.



",85
Ivor the Engine,249370,"Ivor the Engine is a British stop motion animated television series created by Oliver Postgate and Peter Firmin's Smallfilms company. It follows the adventures of a small green steam locomotive who lived in the ""top left-hand corner of Wales"" and worked for The Merioneth and Llantisilly Railway Traction Company Limited. His friends included Jones the Steam, Evans the Song and Dai Station, among many other characters.
",16
James the Red Engine,1057312,"James the Red Engine is a fictional anthropomorphic tender locomotive from The Railway Series children's books by the Reverend Wilbert Vere Awdry, and the spin-off TV series Thomas &amp; Friends. He is a mixed-traffic engine, which means he is just as capable of pulling coaches as trucks. He has a 2-6-0 (""Mogul"") wheel arrangement and is engine number 5 on the North Western Railway, The Fat Controller's railway on the Island of Sodor.
James first appeared in The Railway Series in 1946, in the book Thomas the Tank Engine. Two books in the series, no. 3 James the Red Engine and no. 28 James and the Diesel Engines, are dedicated to James.
In the stories, James crashed into a field on his first day. The accident was blamed on his wooden brake blocks, which were thereafter replaced with metal ones. James has a reputation for being naughty. Some of his incidents include ruining the Fat Controller's top hat with a shower of steam, breaking a coach brake pipe and needing a passenger's bootlace and a newspaper to fix it, and crashing into tar wagons. Despite his behavior, James is an engine proud of his red paint and shining brass dome, hard-working, and reliable and is generally considered to be a really useful engine.
Adding to that, he also likes to stay clean. He hates pulling trucks, and believes that he should only be used to pull coaches. He thinks himself superior to the other engines, and can be shallow, boastful and arrogant – particularly to Edward, and those engines who appear old-fashioned, weak, slow or dirty. However, on a number of occasions, he has found himself forced to accept help from those he has insulted, and is ultimately apologetic.
James is one of the few characters to have their own song in the TV series, the chorus of which is based on his theme music used in the early seasons. This song would be called ""James the Really Splendid Engine"", from the show's sixth season.
In the Railway Series books, James was (for a long time) one of the last engines to retain a prejudice against diesels. However, he was forced to admit that there was nothing wrong with diesels as a whole in the book James and the Diesel Engines This, however, appears to be one of the few lessons that has stuck.
",89
The Little Engine That Could,264813,"The Little Engine That Could is an illustrated children's book that became widely known in the United States after publication in 1930 by Platt &amp; Munk. The story is used to teach children the value of optimism and hard work. Based on a 2007 online poll, the National Education Association named the book one of its ""Teachers' Top 100 Books for Children"".
",99
Oliver the Great Western Engine,2525515,"Oliver is a fictional steam engine in The Railway Series books by the Rev. W. Awdry (and his son Christopher Awdry) and in the television adaptation Thomas &amp; Friends. He is a Great Western 1400 Class tank engine who works on Duck's Branch Line (""The Little Western""), and lives on the Island of Sodor.
In addition, he has two ex-GWR Autocoaches (by the names of Isabel and Dulcie) and a GWR Brake Van by the name of Toad.",43
Percy the Small Engine,1042770,"Percy the Small Engine is a fictional anthropomorphic steam engine from The Railway Series of children's books written by the Reverend Wilbert Vere Awdry and his son, Christopher Awdry. Percy also appears in the spin-off television series Thomas &amp; Friends.
Percy lives on the Island of Sodor with many other locomotives, including Thomas the Tank Engine, Gordon the Big Engine and Henry the Green Engine. He is the smallest, youngest and probably cheekiest, of the principal steam engine characters. He carries the number 6 on his bunker.
The Fat Controller brought him to Sodor when there was an engine strike due to a shortage of shunting engines. The bigger engines initially tried to bully him, but Percy soon showed that he was more than capable of standing up for himself. After a few years of shunting at the Big Station, the Fat Controller promoted him to goods traffic on Thomas' branch line. When not pulling trucks, he can be seen pulling the post train or even taking Annie and Clarabel when Thomas is busy. Percy's best friends are Thomas and Toby. He is also known to have a great respect for Edward ever since his first appearance.
He is reasonably experienced, but can still occasionally be a little naive and overconfident. In that sense, he is the perfect foil for Thomas – who can be just as headstrong.
Percy's first appearance in The Railway Series was in book no. 5, Troublesome Engines, originally published in 1950. He was given his own title with book no. 11, Percy the Small Engine.



",44
Peter Sam,2000131,"Peter Sam is a steam locomotive in The Railway Series children's books by the Rev. W. Awdry and the spin-off TV series Thomas and Friends. Peter Sam lives and works on the Skarloey Railway on the Island of Sodor as engine No. 4.
",15
The Polar Express,982237,"The Polar Express is a children's book written and illustrated by Chris Van Allsburg and published by Houghton Mifflin in 1985. The book is now widely considered to be a classic Christmas story for young children although the point has been challenged. It was praised for its detailed illustrations and calm, relaxing storyline. For the work Van Allsburg won the annual Caldecott Medal for illustration of an American children's picture book in 1986, his second.
The book is set partially in Grand Rapids, Michigan, the author's home town, which was inspired by the Herpolsheimer's and Wurzburg's department stores. It was adapted as an Oscar-nominated motion-capture film in 2004 starring Tom Hanks and directed by Robert Zemeckis with Van Allsburg serving as an executive producer on the film.",22
Major characters in The Railway Series,6149080,"Many characters have appeared in the books of The Railway Series by the Rev. Wilbert Awdry and Christopher Awdry, and in the spin-off television series, Thomas and Friends.
This article profiles the most significant characters of the series. Only characters who appear in the books have been profiled in this article and, in the case where a character has appeared in both series, only the book aspect has been addressed. The numerous less-significant characters – i.e. all those not included on this page – are described in Minor characters in The Railway Series.",89
Rheneas,1344899,"Rheneas is a fictional locomotive from The Railway Series by Rev. W. Awdry and the children's TV series Thomas &amp; Friends. He is one of the oldest engines on the Island of Sodor. Rheneas lives and works on the Skarloey Railway as Engine No.2, and is known as the ""Gallant Old Engine"" because he saved the railway from closure. He is Skarloey's brother.",71
Rusty the Diesel,2008967,Rusty the Diesel is a fictional narrow gauge diesel locomotive in Wilbert Awdry's Railway Series books and in the accompanying television series Thomas &amp; Friends.,28
Salty the Dockside Diesel,6115032,"Salty the Dockside Diesel is a fictional diesel shunting locomotive from the television series of Thomas &amp; Friends. He is the Eighth red dockside diesel engine to be featured in the television series and works at Brendam Docks.
He first appeared in the Series 6 episode ""Salty's Secret"".
Salty worked on an unnamed coastal railway for many years, where he acquired his vast collection of stories and songs and possibly his accent, before coming to Sodor to work at the Centre Island Quarry with Mavis, Bill and Ben. Salty was upset, being used to working near the sea, but he soon won the turcks over his tales and sea shanties, and as a reward for his hard work was sent to work at Brendam Docks.
In the more recent (CGI) stories, from Misty Island Rescue onwards, Salty is voiced by Keith Wickham (both U.K. and U.S.)",96
Sammy the Shunter,16792452,"Sammy the Shunter is a fictitious steam locomotive created by Eileen Gibb, featuring in a series of children's books published in the 1940s and 1950s.
",49
Sir Handel,1344940,"Sir Handel is a fictional steam locomotive from The Railway Series children's books by the Rev. W. Awdry and its spin-off TV series, Thomas &amp; Friends. Sir Handel lives and works on the Skarloey Railway on the Island of Sodor as Engine No.3. Sir Handel is named after the owner of the Skarloey Railway, Sir Handel Brown.",97
Skarloey,1344867,"Skarloey is a fictional locomotive from The Railway Series by Rev. W. Awdry. He is one of the oldest engines on the Island of Sodor. Skarloey lives and works on the Skarloey Railway as Engine No.1.
",61
Thomas the Tank Engine,19357739,"Thomas the Tank Engine is a fictional steam locomotive in The Railway Series books by the Reverend Wilbert Awdry and his son, Christopher. He became the most popular character in the series, and is the title character in the accompanying television spin-off series, Thomas &amp; Friends.
Thomas is a steam engine and has a number 1 painted on his side. All of the locomotives in The Railway Series were based on prototypical engines; Thomas has origins in the E2 Class designed by Lawson Billinton in 1913. Thomas first appeared in 1946 in the second book in the series, Thomas the Tank Engine, and was the focus of the four short stories contained within. Thomas' best friends are Percy and Toby.
In 1979, the British writer/producer Britt Allcroft came across the books, and arranged a deal to bring the stories to life as the TV series Thomas the Tank Engine and Friends (later simplified to Thomas &amp; Friends). The programme became an award-winning hit around the world, with a vast range of spin-off commercial products.



",49
The Titfield Thunderbolt,624896,"The Titfield Thunderbolt is a 1953 British comedy film about a group of villagers trying to keep their branch line operating after British Railways decided to close it. The film was written by T.E.B. Clarke and was inspired by the restoration of the narrow gauge Talyllyn Railway in Wales, the world's first heritage railway run by volunteers.
It starred Stanley Holloway, Naunton Wayne, George Relph and John Gregson, and was directed by Charles Crichton. Michael Truman was the producer. The film was produced by Ealing Studios. It was the first Ealing comedy shot in Technicolor and one of the first colour comedies made in the UK.
There was considerable inspiration from the book Railway Adventure by established railway book author L. T. C. Rolt, published in 1952. Rolt had acted as honorary manager for the volunteer enthusiasts running the Talyllyn Railway for the two years 1951-52. A number of scenes in the film, such as the emergency re-supply of water to the locomotive by buckets from an adjacent stream, or passengers being asked to assist in pushing the carriages, were taken from this book.
",56
Toby the Tram Engine,1338265,"Toby the Tram Engine is a fictional anthropomorphic tram engine in The Railway Series by the Reverend Wilbert Vere Awdry and his son, Christopher; he also appears in the spin-off television series Thomas &amp; Friends. Toby, a tram engine with cowcatchers and sideplates, carries the North Western Railway running number seven and works on the same Ffarquhar branch line as Thomas the Tank Engine.
Toby first appeared in the seventh book in The Railway Series, Toby the Tram Engine in 1952, and appeared in several subsequent books. The second book focused on Toby was the sixth of Christopher Awdry's books, Toby, Trucks and Trouble.
",53
Tootle,2794802,"Tootle (ISBN 0307020975) is a children's book written by Gertrude Crampton and illustrated by Tibor Gergely in 1945. It is part of Simon &amp; Schuster's Little Golden Books series. As of 2001, it was the all-time third best-selling hardcover children's book in English.",42
The Celestial Railroad,30220306,"""The Celestial Railroad"" is short story written as an allegory by American author Nathaniel Hawthorne. In it, Hawthorne parodies the seventeenth-century book The Pilgrim's Progress by John Bunyan, which portrays a Christian's spiritual ""journey"" through life. In this story, the pilgrim journeys by iron horse rather than by foot, the burden of sin that Bunyan portrays is pulled by the same train, and Bunyan's figure Evangelist, preaching a message of conversion, is replaced by a figure known as ""Mr. Smooth-it-away."" Hawthorne mostly wrote against his own religious belief, popular at the time, Unitarianism or Transcendentalism, but according to some educators, several of his comments also indicate his dissatisfaction with Bunyan's religiously exclusive theology. In addition to this underlying view, however, he states ""we were rushing by the place where Christian's burden fell from his shoulders at the sight of the Cross...for our burdens were rich in many things esteemed precious throughout the world."" The story ends with the traveler's relief that what he'd seen was just a dream and an element of hope that is rare in Hawthorne's romantic era literature.
The American composer Charles Ives based the second movement of his Fourth Symphony on Hawthorne's story, expanding on his earlier piece for solo piano, also entitled The Celestial Railroad.",74
Annie and Clarabel,1889251,"Annie and Clarabel are two fictional characters from The Railway Series children's books by the Rev. W. Awdry and its television adaptation, Thomas &amp; Friends. In the stories, they are Thomas the Tank Engine's passenger coaches.
",38
Baby Train,8348273,"For the movement of orphans to the west in the late 19th century, see Orphan Train and Catholic sisters and nuns in the United States#Baby trains.
The Baby Train is a popular urban legend, told in the United States, United Kingdom and Australia. According to the rumor, a certain small town had an unusually high birth rate. It seems that a freight train would pass through the town at 5:00 am and blow its whistle, waking up all the residents. Since it was too late to go back to sleep and too early to get up, couples would find other ways to amuse themselves in bed. This resulted in the mini-baby boom.
The story is related to the rumor that birth rates spiked nine months after the Northeast Blackout of 1965, the September 11, 2001 terrorist attacks, and certain natural disasters and similar events.
Folklorist Jan Harold Brunvand published a book The Baby Train &amp; Other Lusty Urban Legends in 1993. The Baby Train was Brunvand's fifth in a series of books that set out to document, and occasionally debunk, urban legends such as ""Cactus and Spiders,"" ""The Slasher Under the Car,"" and ""Car Theft during Earth Quake,"" along with the ""Baby Train."" Many of the stories were collected from readers of Brunvand's syndicated newspaper column, Urban Legend. Like Brunvand's previous urban legend books, stories in The Baby Train are divided into common themes: automobiles, animals, horror, accidents, sex and scandals, crime, business and professional, government, celebrity rumors, and academic legends.",23
Casey Jr. Circus Train,11205848,"The Casey Jr. Circus Train is the name of a ridable miniature railroad attraction found at Disneyland and a powered roller coaster attraction found at Disneyland Paris. Based on the train of the same name from the 1941 film Dumbo, it gives passengers a tour of many miniature versions of classic Disney animated film scenes. This tour is similar to the one given on the slower paced Storybook Land Canal Boats, but does not incorporate narration. The original attraction was operating during the grand opening of Disneyland on July 17, 1955, but was closed the following day for safety testing and reopened on July 31, 1955.
Casey Jr. Circus Train at Disneyland Paris is designed as a roller coaster for small children through Storybook Land, giving riders good views of the Storybook Land castle and other scenes that are not as visible from the Storybook Land Canal Boats.
The Skyway used to pass over part of the Casey Junior Circus Train track.
The original 2 ft (610 mm) narrow gauge internal combustion-powered railroad version at Disneyland was manufactured by Arrow Development. The powered roller coaster version of the ride in Disneyland Paris was manufactured by Vekoma.",42
The Darjeeling Limited,6238106,"The Darjeeling Limited is a 2007 American comedy-drama film directed by Wes Anderson which he co-produced with Scott Rudin, Roman Coppola and Lydia Dean Pilcher and co-wrote with Coppola and Jason Schwartzman. The film stars Owen Wilson, Adrien Brody and Schwartzman and also features Waris Ahluwalia, Amara Karan, Barbet Schroeder and Anjelica Huston with Natalie Portman, Camilla Rutherford, Irrfan Khan and Bill Murray in cameo roles.
The film was released on October 26, 2007 by Fox Searchlight Pictures. The film received generally favorable reviews from critics and earned $35 million on a $17.5 million budget. The film won the Best Comedy at the Movies for Grownups Awards in 2008 and the Top Films of the Year at the NYFCO Awards in 2007 and also received nominations for the Grand Prix Asturias for Best Feature and the Bodil for Best American Film (Bedste amerikanske film).



",79
Dinosaur Train,24172078,"Dinosaur Train is an American/Canadian/Singaporean children's animated series created by Craig Bartlett, who also created Hey Arnold!. The series features a curious young Tyrannosaurus rex named Buddy who, together with his adopted Pteranodon family, takes the Dinosaur Train to explore his time period, and have adventures with all kinds of dinosaurs. It is produced by The Jim Henson Company in association with Media Development Authority, Sparky Animation, FableVision, and Snee-Oosh, Inc.



",67
Disaster on the Coastliner,39501916,"Disaster on the Coastliner is 1979 American made-for-television action drama film about a disgruntled railroad employee who attempts to cause a collision between two passenger trains. It was directed by Richard C. Sarafian and starred Lloyd Bridges, Raymond Burr, Robert Fuller, Pat Hingle, E. G. Marshall, Yvette Mimieux, William Shatner, and Paul L. Smith. It originally aired on The ABC Sunday Night Movie on October 28, 1979.",24
